,Car Title,Year,Price,Km,Brand,Model,Version,Tipo,Motor,Potencia,Link,Description
109,207 1.4 Compact Elia Group,2012,US$ 12.900,69.500 km,Peugeot,207,207 Compact,Sí,Hatchback,1.4,https://auto.mercadolibre.com.uy/MLU-456999597-207-14-compact-elia-group-_JM,"Peugeot 207 COMPACT 3 PUERTAS 2009 1400 cc. con 127.000 km en color Gris Oscuro. USD 9.300.Nafta / Dirección Hidráulica / Transmisión Manual / 3 puertas / Potencia máxima 74 HP./ Cristales eléctricos / Limpia / lava luneta / Porta vasos / AM/FM / CD.Financiación50% Contado - 50% hasta en 60 cuotasEn dólares o en U.I. ($)Financiación rápida, ágil y cómoda.Departamento NotarialContamos con un departamento notarial para asesorarlo adecuadamente y para una rápida gestión.PermutasAceptamos permuta como forma de pago y tomamos vehículos usados a los mejores precios de plaza.EmpadronamientoGestión de empadronamiento en todo el país.SegurosAsesoramiento y cotización en todas las compañías de seguros del país.Marco Armand Ugón - Homero De León Tel: 2487-7040 / 095 611341 Br. Batlle y Ordóñez 3293 marmandugon@homerodeleon.com.uy Lun. a Vie. 8.30 a 12.30 y 13.30 a 18.15 hs www.homerodeleon.com.uyPublicado por MultiAviso
"
110,Peugeot 207 COMPACT 3 PUERTAS,2009,US$ 9.300,127.000 km,Peugeot,207,COMPACT 3 PUERTAS,1.4,74hp,Manual,https://auto.mercadolibre.com.uy/MLU-457144497-peugeot-207-compact-3-puertas-2009-_JM,"Precio u$s12.900.- Entrega u$s6.450 y 12 ctas. de u$s538.- Sin intereses.ELIA GROUPCUAREIM 2030 ESQ. GUATEMALATEL. 2924 8988 - 2924 1819 - 094 543171 - 094 418657www.eliagroup.uyventas@eliagroup.uy
"
111,Peugeot 207 1.4 Xs,2009,US$ 8.500,140 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458382429-peugeot-207-14-xs-2009-_JM,/n
112,Peugeot 207 1.6 Automatico ,2010,US$ 11.990,103.000 km,Peugeot,207,1.6 Automatico,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-456907323-peugeot-207-16-automatico-_JM,/n
113,Peugeot 207 1.4 Active 75cv,2013,US$ 11.000,68.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458252446-peugeot-207-14-active-75cv-_JM,/n
114,Peugeot 207 1.6 Xs,2009,US$ 9.900,99.000 km,Peugeot,207,Compact,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457380889-peugeot-207-compact-ano-2009-_JM,"FINANCIACIÓNConsulte por financiación a sola firmaPERMUTATomamos su vehículo como forma de pagoTodos los vehículos cuentan con documentación al díaNUESTRAS SUCURSALESSALTO (Avda Barbieri 1002) Tel. 473 35 325ARTIGAS (Diego Lamas y Río Branco) Tel. 477 32 880YOUNG (Montevideo esq. Vasco Nuñez) Tel. 456 73953PAYSANDÚ (Avda Wilson Ferreira 2686) Tel. 472 50 181MONTEVIDEO (Av Italia 5147) Tel. 261 41 433MALDONADO (Santa Teresa 887) Tel. 422 63 646www.oliveraautomotores.com
"
115,Peugeot 207 Compact Año 2009,2010,US$ 10.900,120.000 km,Peugeot,207,rural,Rural,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457527826-peugeot-207-sw-_JM,"Año: 2009Motor: 1.4Equipamiento: Equipamiento:direccion hidraulica asistida, aire acondicionado, 2 airbag, radio original con comando satelital, vidrios electricos, alarma y bloqueo original, Precio: U$S 10.900 financio permuto AUTOMOTORA ABUD Y CIA. TEL 25092167 o 25065232DIRECCION AV. ITALIA 3554 ESQ. J. BATLLE Y ORDOÑEZ (EX PROPIOS)WEB:WWW.ABUDYCIA.UY
"
116,Peugeot 207 Compact 1.4,2012,US$ 10.500,1 km,Peugeot,207,207 COMPACT 1.4 HATCH,Blanco,Nafta,5,https://auto.mercadolibre.com.uy/MLU-458284708-peugeot-207-compact-14-_JM,"PEUGEOT 207 COMPACT XS LINE!AÑO 2009 IMPECABLE ESTADO , BIEN ATENDIDO , SERVICES HECHOS EN TIEMPO Y FORMA!FULL , FRENO DISCOS EN LAS 4 RUEDAS , LLANTAS, AIRE ,DIRECCION , VIDRIOS EN 4 PUERTAS , CUBIERTAS NUEVAS , NADA QUE HACERLEFINANCIACIONENTREGA EL 50% Y EL RESTO HASTA EN 48 CUOTAS A SOLA FIRMA!TOMAMOS PERMUTASMOTORLAND
"
117,Peugeot 207 Compact Image 1.6,2009,US$ 11.990,108.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457527352-peugeot-207-16-xs-2009-_JM,"Francés, muy buen estado. 5 puertas.Segunda dueña. Todos los service hechos en tiempo y forma. Aire, ABS, airbags, bloqueo, vidrios eléctricos con lámina antirrobo (todos).Computadora abordo. Muy buena valija.
"
118,Peugeot 207 Sw,2010,US$ 10.500,98.000 km,Peugeot,207,Compact Image 1.6,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-458065469-peugeot-207-compact-image-16-extra-full-2010-_JM,"Peugeot 207 Compact Image 1.6 2010 IMPECABLE! 1600 cc. con 98.000 km en color Gris Oscuro. U$S 11.990.Nafta / Dirección Hidráulica / Transmisión Manual / 3 puertas.Airbag conductor / Airbag pasajero / Faros antinieblas delanteros / Frenos ABS / Llave codificada / Tercer stop / Bloqueo central / Cierre centralizado de puertas / Climatizador automático / Cristales eléctricos / Llantas de aleación / Techo corredizo / AM/FM / CD.FinanciaciónContamos con financiación para usados y 0km de acuerdo a sus necesidades y hasta el 100% del valor del vehículo.PermutasAceptamos permutas como parte de pago, tomando su vehículo al mejor precio del mercado.TrámitesContamos con gestoría de trámites, escribanía, gestor de empadronamiento y asesoramiento de seguros.Shoppingcar - Luis Alberto de Herrera Tel: 2622 8000 / 095292563 Av. Dr. Luis Alberto de Herrera 1162 Lun. a Vie. de 9 a 19 y Sáb de 9 a 13 hs www.shoppingcar.com.uyPublicado por MultiAviso
"
119,Peugeot 207 1.6 Xs,2009,US$ 9.800,100.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-456468417-peugeot-207-compact-xs-2009-nuevo-ptofinancio-48-cuotas-_JM,"Climatizador , tapizado cuero , cámara marcha atrás en retrovisor .
"
120,Peugeot 207 Compact - Frances,2013,US$ 15.500,25.279 km,Peugeot,207,Compact - Frances,Sí,Coupé,1.6,https://auto.mercadolibre.com.uy/MLU-458377805-peugeot-207-compact-frances-_JM,"IMPECABLE ESTADOLISTA PARA TRANSFERIRFINANCIO O PERMUTOTEL 09529256326228000
"
121,Peugeot 207 active full 1.4,2012,US$ 13.500,82.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457351614-peugeot-207-14-active-75cv-2012-_JM,"Impecable, siempre atendido en service oficial (Comprobable x facturas de los services).El tapizado esta impecable, la foto muestra manchas pero es problema de la foto.Vendo por no usarlo.
"
122,Peugeot 207 1.6 Xs,2013,US$ 13.990,71.500 km,Peugeot,207,active full 1.4,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458065525-peugeot-207-active-full-14-2013-_JM,"Peugeot 207 active 1.4 full. techos cristal. aire acondicionado. Abs airbag. única dueña. 71500 km. Inmaculado.Contado 13500Permuta 15500
"
123,Peugeot 207 1.4 Active 75cv,2010,US$ 11.000,127.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-458206752-peugeot-207-16-xs-2010-_JM,"Peugeot 207 compact extra full cuenta con radio con pantalla pioneer mixtac escape 421 acero inoxidable de Freda chip economizador y potenciación de #044 suspensión AG muy buen andar 4 cubiertas nuevas led en camineros xenón en corta y larga correas recién cambiadas service recién echo alarma bloqueo etc pronto para transferir todo a mi nombre POSIBLE PERMUTA DIF A MI FABOR
"
124,Peugeot 207 Compact Image 1.6 Extra Full,2010,US$ 11.990,98.000 km,Peugeot,207,Compact Image 1.6 Extra Full,Coupé,1.6,Manual,https://auto.mercadolibre.com.uy/MLU-458065481-peugeot-207-compact-image-16-extra-full-2010-_JM,"Peugeot 207 Compact Image 1.6 Extra Full 2010 IMPECABLE! 1600 cc. con 98.000 km en color Gris Oscuro. U$S 11.990.Nafta / Dirección Hidráulica / Transmisión Manual / 3 puertas.Airbag conductor / Airbag pasajero / Faros antinieblas delanteros / Frenos ABS / Llave codificada / Tercer stop / Bloqueo central / Climatizador automático / Cristales eléctricos / Limpia / lava luneta / Llantas de aleación / Techo corredizo / AM/FM / CD.FinanciaciónContamos con financiación para usados y 0km de acuerdo a sus necesidades y hasta el 100% del valor del vehículo.PermutasAceptamos permutas como parte de pago, tomando su vehículo al mejor precio del mercado.TrámitesContamos con gestoría de trámites, escribanía, gestor de empadronamiento y asesoramiento de seguros.Shoppingcar - 26 de marzo Tel: 2628 1104 26 de Marzo 3465 (frente a Zonalaptop) Lun. a Vie. de 9 a 19 y Sáb de 9 a 13 hs www.shoppingcar.com.uyPublicado por MultiAviso
"
125,Peugeot 207 Compact 1.4,2010,US$ 10.500,1 km,Peugeot,207,207 COMPACT 1.4 SEDAN,Blanco,Nafta,4,https://auto.mercadolibre.com.uy/MLU-456453981-peugeot-207-compact-14-_JM,"FINANCIACIÓNConsulte por financiación a sola firmaPERMUTATomamos su vehículo como forma de pagoTodos los vehículos cuentan con documentación al díaNUESTRAS SUCURSALESSALTO (Avda Barbieri 1002) Tel. 473 35 325ARTIGAS (Diego Lamas y Río Branco) Tel. 477 32 880YOUNG (Montevideo esq. Vasco Nuñez) Tel. 456 73953PAYSANDÚ (Avda Wilson Ferreira 2686) Tel. 472 50 181MONTEVIDEO (Av Italia 5147) Tel. 261 41 433MALDONADO (Santa Teresa 887) Tel. 422 63 646www.oliveraautomotores.com
"
126,Peugeot 207  Compact 2012 Extra Full 1.4 U$s 11900 Permuta,2008,US$ 11.900,136.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458298817-peugeot-207-14-xs-2008-_JM,"El vehículo se encuentra en perfecto estado, todos sus servicios mecánicos fueron realizados en tiempo en forma, totalmente al día y con documentación en regla.
"
127,Peugeot 207 1.4 Xs,2012,US$ 8.200,95.000 km,Peugeot,207,COMPACT,Hatchback,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-453384771-peugeot-207-compact-2012-extra-full-14-us-11900-permuta-_JM,"PEUGEOT 207 COMPACT AÑO 2012, 5 PUERTAS, CON AIRE ACONDICIONADO, DIRECCION HIDRAULICA, DOBLE AIRBAG, ABS, VIDRIOS ELECTRICOS, CAMINEROS, BLOQUEO CENTRAL, RADIO INCORPORADA DE FABRICA, ASIENTOS REBATIBLES CON 3 APOYACABEZAS, 95.000.- KMTS, IMPECABLE ESTADO. U$S 11.900.-, ENTREGA U$S 5.900.- Y 48 CUOTAS DE $ 5.570.-, PERMUTAS, DRIVERS, PAYSANDU 1524.
"
128,Peugeot 207 1.4 Xs,2009,US$ 10.900,80.000 km,Peugeot,207,Compact image,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-456028278-peugeot-207-compact-image-_JM,"EXCELENTE ESTADORepresentante para la zona de Nissan Renault Peugeot Citroen Dodge Subaru Chana y BYD
"
129,Peugeot 207 COMPACT,2009,US$ 12.800,130.000 km,Peugeot,207,COMPACT,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-455987213-207-compact-2009-_JM,"Vendo Peugeot 207 impecable estado, aire acondicionado, dirección hidráulica, vidrios eléctricos, camineros de fábrica, 4 airbags, cubiertas nuevas, interiores impecables, km reales. 098 96 12 88.
"
130,Peugeot 207 1.4 Sedan Xs,2012,US$ 9.000,102.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457367029-peugeot-207-14-ano-2012-impecable-estado-_JM,"CONSULTAR FORMA DE PAGO
"
131,Peugeot 207 Compact image,2009,US$ 9.700,166.000 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458125405-peugeot-207-14-sedan-xs-en-excelente-estado-_JM,"Muy buen estado general 140.000 la mayoría hecha en ruta1.4cc muy económico 15km/l aproxPatente anual 12 mil ContadoSeguro total 11 mil4 air bags4 vidrios eléctricos Espejos eléctricos Llantas y cubiertas con 4 mil km de cambiadasNada para hacerleComputadora de abordoTecho cielo cristalSe vende por compra de 0kmAl díaPermuto financio099625906
"
132,Peugeot 207 1.4 Active 75cv,2013,US$ 13.900,140.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457642146-peugeot-207-14-active-75cv-2013-_JM,"Oportunidad Precioso Peugeot 207 Sedan Año 2009 FullEl auto esta inmaculado por donde lo mires en fin las fotos hablan por si solas del espectacular estado en que se encuentra el mismo.El coche esta con toda la documentacion en regla y al dia todo a mi nombre.Se vende o se permuta por vehiculos de menor valor.Cualquier consulta no dude en llamar al 22.880986 o al 098.330.390 gracias.
"
133,Peugeot 207 1.4 Xs,2009,US$ 9.500,89.000 km,Peugeot,207,1.4 Xs,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456314009-peugeot-207-14-xs-2009-_JM,"CARMAX AUTOMÓVILES   2200 3030  www.carmax.com.uy   info@carmax.com.uy
"
134,Peugeot 207 1.4 Sedan Active 75cv,2012,US$ 11.900,48.591 km,Peugeot,207,Compact 1.4,Hatchback,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457810304-peugeot-207-compact-14-2012-us-11490-c70099-_JM,/n
135,Peugeot 207 207 SW compact,2011,US$ 11.490,130.000 km,Peugeot,207,1.4 Sedan Active 75cv,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456018736-peugeot-207-sedan-14-2011-full-us-11900-permuta-financia-_JM,"Venta o permuta ,
"
136,Peugeot 207 Compact 1.4 2012 U$s 11.490 C/70099,2012,US$ 10.800,86.000 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456882298-peugeot-207-14-allure-75cv-2012-_JM,/n
137,Peugeot 207 1.4 Active 75cv,2009,US$ 11.900,96.150 km,Peugeot,207,207 SW compact,Coupé,1.6,120hp,https://auto.mercadolibre.com.uy/MLU-456882773-peugeot-207-207-sw-compact-_JM,/n
138,Peugeot 207 1.4 Sedan Xs,2012,US$ 10.500,110.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457621911-peugeot-207-14-active-2012-_JM,"PEUGEOT 207 SEDAN COMPAC, AÑO 2011, MOTOR 1.400 CON AIRE ACONDICIONADO, DIRECCION HIDRAULICA, AIRBAG, VIDRIOS ELECTRICOS, BLOQUEO CENTRAL, RADIO DE FABRICA INCORPORADA, IMPECABLE, 130.000 KMTS. U$S 11.900.- , ENTREGA U$S 5.900.- Y 48 CUOTAS $ 5.570.-, PERMUTAS, DRIVERS, PAYSANDU 1524.
"
139,Peugeot 207 1.4 Allure 75cv,2012,US$ 12.500,123.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-451780086-peugeot-207-14-ano-2012-aceptamos-permuta-y-financiacion-_JM,"Puedo permutar por diesel en exelentes condiciones ..el peugeot está todo al dia a mi nombre y no tiene nada para hacerle. Tiene todos los servis recién hechos , hasta cambio de correas todas nuevas.
"
140,Peugeot 207 1.4 Active 75cv,2009,US$ 9.900,139.000 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458174843-peugeot-207-14-sedan-xs-2009-_JM,"PERMUTO O FINANCIO, DOCUMENTACION AL DIA PRONTO PARA TRANSFERIR
"
141,Peugeot 207 1.4 Xr,2009,US$ 9.500,130.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458107566-peugeot-207-14-xr-2009-_JM,"Escucho ofertas contado razonables.Teléfono de contacto : 099 602 283
"
142,Peugeot 207 1.4 Xr,2011,US$ 9.500,111.000 km,Peugeot,207,1.4 Sedan Active 75cv,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457157307-peugeot-207-14-sedan-active-75cv-2011-_JM,"VENDO CONTADO tomó permuta de menor valor
"
143,Peugeot 207 1.4 Active 75cv,2008,US$ 6.900,140.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456356908-peugeot-207-14-xr-_JM,"207 compact 3 puertas excelente estado
"
144,Peugeot 207 1.4 Sedan Active 75cv,2012,US$ 12.000,80.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458167814-peugeot-207-14-active-75cv-_JM,"Entrega usd 6.900 y saldo en hasta 24 cuotas a sola firma.Financiación propia a sola firmaACEPTAMOS PERMUTA
"
145,Peugeot 207 1.4 Active 75cv,2012,US$ 5.700,80.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456704866-peugeot-207-chocado-14-active-75cv-2012-sin-deuda-_JM,"Vendo o permuto 207 compac nafta año 2012 chocado 84 mil kilómetros motor en marcha todo al día a mi nombre para transferir matrícula depositadas para no pagar patente trate 099207348
"
146,Peugeot 207 1.4 Active 75cv,2012,US$ 13.990,64.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456613869-peugeot-207-14-active-75cv-2012-_JM,"PEUGEOT 207 ACTIVE EXTRA FULL FRANCÉS ÚNICO DUEÑO SERVICIOS OFICIALES DESDE OKMPATENTE PAGA CUBIERTAS NUEVAS VENDO PERMUTO FINANCIO MUY SENCILLA EN DÓLARES Y PESOS HASTA 48 CUOTAS CEL 093989999 TEL 22056465 GRAN VARIEDAD DE AUTOS USADOS SELECCIONADOS
"
147,Peugeot 207 1.6 Xs,2010,US$ 10.000,82.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-458131426-peugeot-207-16-compact-image-_JM,"UNICO DUEÑOTIENE 81500 KMFEBRERO 2017 LE CAMBIE LAS CUATRO CUBIERTAS  ENERO 2018 LE CAMBIE AMORTIGUADORES Y CORREA DE DISTRIBUCION PAPELES AL DIA
"
148,Peugeot 207 1.4 Active 75cv,2012,US$ 11.500,117.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457495861-peugeot-207-14-active-75cv-2012-_JM,/n
149,Peugeot 207 1.4 Xr,2009,US$ 4.990,199.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457148100-peugeot-207-14-xr-2009-_JM,"Vendo permuto financio Peugeot 106 año 98
"
150,Peugeot 207 1.4 Active 75cv,2013,US$ 9.300,48.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458043286-peugeot-207-14-active-75cv-2013-_JM,"PEUGEOT 207 COMPACT IMAGEMUY CUIDADO Y EN MUY BUEN ESTADO CUBIERTAS NUEVAS VENDO PERMUTO FINANCIO MUY SENCILLA EN DÓLARES Y PESOS CEL09398999 TEL 22056465 Autos seleccionados semi nuevos Gran variedad
"
151,Peugeot 207 1.6 Xs,2010,US$ 11.490,100.000 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457622208-peugeot-207-16-xs-2010-_JM,"Peugeot 1.4 compac del 2013
"
152,Peugeot 207 1.4 Sedan Xs,2008,US$ 11.400,128.280 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458360746-peugeot-207-14-sedan-xs-2008-_JM,"Peugeot 207 Compact Image la version mas completa en impecable estado!!!60mil km Originales Extra Full motor 1.6 16 valvulasDocumentacion al dia y patente paga..ParticularTel de contacto 26193706 o 097037096
"
153,Peugeot 207 1.6 16valvulas Image,2012,US$ 9.500,93.000 km,Peugeot,207,Compact 1.4 Francés,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-458303302-peugeot-207-compact-14-frances-_JM,"Impecable estado ! Única dueña Service siempre en fecha en Service oficial de Peugeot
"
154,Peugeot 207 Compact 1.4 Francés,2011,US$ 11.700,60.000 km,Peugeot,207,1.6 16valvulas Image,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457759092-peugeot-207-16-16valvulas-image-_JM,/n
155,Peugeot 207 1.4 Sedan Xs,2009,US$ 7.900,146.320 km,Peugeot,207,1.4 Sedan Xs,Sí,Sedán,1.4,https://auto.mercadolibre.com.uy/MLU-458382547-peugeot-207-14-sedan-full-liquido-por-viaje-_JM,"Excelente estado, Muy económico 13.5 en ciudad y 16.3 en ruta controlado por la computadora a bordo del mismo.muy cuidado se lava siempre con productos de buena calidad para no rallar el auto , tiene él cambios e correa y tensores hecho a hace 14 mil km cubiertas con 10 mil km de uso las cuatro pirrelli, cada 10 mil km se rota se balancea y se controla alineación. Posee 4 airbag techo cielo control de radio al volante volante de regula en altura y profundidad asiento del conductor se regula en altura también pose isofix computadora a bordo se le Colocó alarma original Peugeot luces regulable desde el interior del vehículo abs etc servicio echo cada 10 milKm
"
156,Peugeot 207 1.4 Active 75cv,2010,US$ 14.500,117.000 km,Peugeot,207,premium 1.6 Vti 16v 120cv,Hatchback,1.6 Vti 16v 120cv,Automática secuencial,https://auto.mercadolibre.com.uy/MLU-458304884-peugeot-207-automatico-premium-vti-16-16v-_JM,"Peugeot 207 sedan 1,4 full. En muy buen estado. Lo vendo porque me voy del país. Muy economico. Service en tiempo y forma. Detalles a la vista en las fotos.Unico dueño.AireDireccionBloqueoAirbags
"
157,Peugeot 207 Automático Premium  Vti 1.6 16v,2012,US$ 12.890,82.500 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457515886-peugeot-207-14-active-75cv-2012-_JM,"Segundo dueño, motor impecable (Service hecho a los 125.987 km); el auto cuenta con vidrios eléctricos delanteros, aire acondicionado, laminas 3M, llantas de aleación 15 multipase con cubiertas Hankook menos de un año de colocación y audio (Radio Sony con parlantes y woofer JBL). Solo Vendo.
"
158,Peugeot 207 1.4 Active 75cv,2012,US$ 11.000,193.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458006438-peugeot-207-14-active-75cv-2012-_JM,"Único!Impecable estado general, a entera revisación.Peugeot 207 fabricado en Francia.MOTOR VTI 1.6 16v 120Cv fabricado por BMWTransmisión automática Secuencial de 4 velocidades con modo Sport, puede manejarse en modo manual.Tapizado en cuero en volante y asientos en excelente estado.6 airbags Techo Cielo (Vidrio).Alarma cinturón.Encendido de luces automático. Dirección eléctrica.Climatizador automático bizona.Faros de ajuste en altura.Levantavidrios eléctricos delanteros y traseros.Computadora de abordo (toma datos de consumo).Radio con AM/FM, CD, Entrada auxiliar y comandos al volante.Excelente oportunidad.
"
159,Peugeot 207 1.4 Sedan Active 75cv,2011,US$ 11.800,1 km,Peugeot,207,.,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457759481-peugeot-207--_JM,/n
160,Peugeot 207 .,2012,US$ 12.900,107.000 km,Peugeot,207,1.4 Sedan Active 75cv,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457677308-peugeot-207-14-sedan-active-full-_JM,"Inmaculado, oportunidad contado!!      No dudes en consultarNo se aceptan permutas
"
161,Peugeot 207 207 SW Active 1.4 75HP,2012,US$ 11.800,118.850 km,Peugeot,207,207 SW Active 1.4 75HP,Sí,Sedán,1.4 75HP,https://auto.mercadolibre.com.uy/MLU-457571592-peugeot-207-sw-active-14-75-hp-_JM,"Excelente estado, único dueño, kilometraje REAL.Techo solar.Se vende sin barras porta equipaje
"
162,Peugeot 207 1.4 Xr,2009,US$ 9.800,125.000 km,Peugeot,207,1.4 Xr,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457553877-peugeot-207-14-xr-2009-_JM,"Segundo dueño, títulos a mi nombre, muy buen estado, solo uso familiar, es la versión que viene con airbags delanteros. Llantas originales.
"
163,Peugeot 207 1.4 Active 75cv,2011,US$ 7.700,130.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457934078-peugeot-207-14-active-75cv-2011-_JM,"Se escuchan ofertas y se haceptan permuta
"
164,Peugeot 207 1.6 Sedan Xt,2010,US$ 9.300,125.000 km,Peugeot,207,1.6 Sedan Xt,Sedán,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457518119-peugeot-207-16-sedan-xt-2010-_JM,"Peugeot 207 sedan 2010 Excelente estado. Aire acondicionado, dirección Hidráulica, vidrios eléctricos, cámara de reversa. Escucho ofertas contado. Acepto permutas. No financio.
"
165,Peugeot 207 1.4 Sedan Xs,2010,US$ 9.000,96.500 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458200671-peugeot-207-14-sedan-xs-2010-_JM,"El auto esta excelente.. vidrios adelante y direccion hidraulica. Bloqueo de puertas. No hay nada para hacerle. Subir y andar. Lo vendo por negocio de mi casa.
"
166,Peugeot 207 1.4 Active 75cv,2012,US$ 14.300,83.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458302857-peugeot-207-14-active-75cv-2012-_JM,"vendo unico en su estado !!! soy unico dueño y amante de los autos ... lo vendo por q nesesito algo con mas espacio para salir en familia ... km reales tapizados e interiores impecables y tiene muchas extras q lo hacen mas coqueto como las llantas 17 ,vidrios polarizados,radio Pioneer con dvd, escape deportivo no ruidoso ,etc
"
167,Peugeot 207 Compact,2010,US$ 11.500,121.000 km,Peugeot,207,207 Compact,Gris claro,Nafta,5,https://auto.mercadolibre.com.uy/MLU-458390126-peugeot-207-compact-_JM,"Excelente estado!!! como nuevo, kilometros reales!!!
"
168,Peugeot 207 1.4 Allure 75cv,2011,US$ 10.500,132.000 km,Peugeot,207,Compact 1.4 FR,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-457561339-peugeot-207-compact-14-fr-_JM,/n
169,Peugeot 207 Compact 1.4 Fr,2013,US$ 10.800,102.000 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457938593-peugeot-207-14-allure-75cv-_JM,"Peugeot 207 full. Francés.Aire, direccion, 4 airbags, abs.4 ptas. Polarizado Excelente estado .Services hechos en fecha (conservo comprobantes)Patente paga 2018.
"
170,Vendo Auto Peugeot 207 Compact Francés 2012 1.4 Buen Estado,2011,US$ 10.500,38.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457857205-peugeot-207-14-active-75cv-2011-frances-_JM,"Única dueña, kilómetros reales, en buen estado!!!
"
